url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Loại case,Hỗ trợ quạt,Số khe cắm PCI,Kích thước,Hãng sản xuất,Loại tản nhiệt,Số vòng quay của quạt,Độ ồn (dBA),Kết nối,Chipset,Socket,Khe RAM tối đa ,Kiểu RAM hỗ trợ,Dung lượng RAM tối đa ,Số cổng USB,LAN,Âm thanh,Loại ổ cứng,Kết nối ,Dung lượng,Tốc độ đọc,Hỗ trợ hệ điều hành,Công suất nguồn,Quạt làm mát,Tiêu chuẩn nguồn,Dung lượng ổ cứng,Chất liệu,Tính năng khác,Loại RAM,Bus RAM,Hỗ trợ,Độ trễ,Điện áp,Đèn LED,Nhiệt độ hoạt động,Dòng sản phẩm ,Thế hệ CPU,Số nhân,Số luồng,Tốc độ xử lý ,Cache,Phiên bản PCI Express,Chip đồ họa,Điện năng tiêu thụ,Công nghệ hỗ trợ,Tốc độ ghi,Chất liệu ,Chip AI,Tiến trình sản xuất,Cổng giao tiếp,Kiểu bộ nhớ,Giao diện bộ nhớ,Loại GPU,GPU clock,Giao tiếp PCI,Số lượng đơn vị xử lí ,Tản nhiệt,Đầu cấp nguồn,Nguồn đề xuất,Tốc độ vòng quay,Bộ nhớ đệm,Tuổi thọ quạt,Tiện ích,Dòng điện vào,Công nghệ/Đạt chứng nhận,Công suất
https://cellphones.com.vn/case-may-tinh-xigmatek-ocean-m-nano-arctic-m-atx.html,Case máy tính Xigmatek Ocean M NANO Arctic M-ATX,XIGMATEK,Liên hệ,CMT.XM.85.W,"Mua Case máy tính Xigmatek Ocean M NANO Arctic M-ATX chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Sau: 120mm fan x 1 (tùy chọn) Đáy: 120mm fan x 2 (tùy chọn) Mặt MB: 120mm fan x 2 (tùy chọn),4,350 x 277 x 380 mm,XIGMATEK,,,,USB3.0 x 1  USB2.0 x2  Audio in/out x 1 (HD Audio),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/vga-msi-geforce-rtx-5060-ti-16g-ventus-2x-oc-plus.html,VGA MSI GeForce RTX 5060 Ti 16G Ventus 2X OC Plus,MSI,Liên hệ,VGA.MSI.77,"Mua VGA MSI GeForce RTX 5060 Ti 16G Ventus 2X OC Plus chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,MSI,,,,,NVIDIA,,,,,,,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR7,128-bit,NVIDIA GeForce RTX 5060 Ti,Boost: 2602 MHzExtreme Performance: 2617 MHz,PCI Express® Gen 5 x16,4608 CUDA,2 quạt,8-pin x 1,600W,,,,,,,
https://cellphones.com.vn/tan-nhiet-nuoc-corsair-nautilus-240-argb.html,Tản nhiệt nước Corsair Nautilus 240 ARGB,Corsair,Liên hệ,tan-nhiet-nuoc-corsair-nautilus-240-argb,"Mua tản nhiệt nước Corsair Nautilus 240 ARGB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Corsair,Tản nhiệt nước,2100 RPM,10 - 36 dBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-gigabyte-b860m-k-ddr5.html,Mainboard Gigabyte B860M K DDR5,Gigabyte,Liên hệ,MB.GB.125,"Mua Mainboard Gigabyte B860M K DDR5 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,micro-ATX,Gigabyte,,,,,Intel,LGA 1851,2,DDR5,128GB,"Chipset: 6 x USB 3.2 Gen 1 (4 cổng ở mặt sau, 2 cổng có sẵn thông qua đầu cắm USB bên trong) 2 x USB 2.0/1.1 ở mặt sau Chipset + Hub USB 2.0: 4 x USB 2.0/1.1 có sẵn thông qua đầu cắm USB bên trong",Realtek GbE LAN chip (1 Gbps/100 Mbps/10 Mbps),Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-asrock-pro-650b-650w.html,Nguồn máy tính ASRock PRO-650B 650W (80 PLUS Bronze),ASRock,Liên hệ,NMT.AR.1,"Mua Nguồn máy tính ASRock PRO-650B 650W (80 PLUS Bronze) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ASRock,,,,,,,,,,,,,,,,,,650W,120 mm,80 Plus Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/vga-msi-geforce-rtx-3050-ventus-2x-e-6g-oc.html,VGA MSI Geforce RTX 3050 Ventus 2X E 6G OC,MSI,Liên hệ,VGA.MS.77,"Mua VGA MSI Geforce RTX 3050 Ventus 2X 6G OC chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,MSI,,,,,NVIDIA,,,,,,,,,,6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR6,96-bit,NVIDIA GeForce RTX 3050,1492 MHz,PCI Express Gen 4 x16,2304 CUDA,2 quạt,,300W,,,,,,,
https://cellphones.com.vn/o-cung-ssd-kingston-nv3-pcie-4-0-nvme-500gb.html,Ổ cứng SSD Kingston NV3 PCIe 4.0 NVMe 500GB,Kingston,Liên hệ,OC.KT.20,"Mua Ổ cứng SSD Kingston NV3 PCIe 4.0 NVMe 500GB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kingston,,,,,,,,,,,,,SSD,M2 PCIe,500GB,5000 MB/s,,,,,,,Nhiệt độ bảo quản -40°C~85°CNhiệt độ hoạt động 0°C~70°CMức rung khi không vận hành 20 G (10-1000 Hz)Tuổi thọ trung bình 2.000.000 giờ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-3-3200g-mpk.html,CPU AMD Ryzen 3 3200G (MPK),AMD,Liên hệ,CPU.AMD.27,"Mua CPU AMD Ryzen 3 3200G (MPK) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM4,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3, AMD Ryzen thế hệ thứ 3,4,4,3.6 - 4.0 GHz,L1: 384 KBL2: 2 MBL3: 4 MB,PCIe® 3.0 x8,Radeon™ RX Vega 8 Graphics,65W,,,,,12nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/vga-asus-dual-radeon-rx-6500-xt-oc-4gb-dual-rx6500xt.html,VGA Asus Dual Radeon RX 6500 XT OC 4GB DUAL-RX6500XT-O4G-V2,ASUS,Liên hệ,VGA.AS.63,"Mua VGA Asus Dual Radeon RX 6500 XT OC 4GB DUAL-RX6500XT-O4G-V2 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ASUS,,,,,AMD,,,,,,,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR6,64-bit,Radeon RX 6500 XT,Chế độ OC: Lên tới 2820 MHz(Xung tăng cường)/ Lên tới 2670 MHz(Xung chơi game)Chế độ Chơi Game: Lên tới 2820 MHz(Xung tăng cường)/ Lên tới 2650MHz(Xung chơi game),PCI Express 4.0,1024 CUDA,,1 x 6-pin,500W,,,,,,,
https://cellphones.com.vn/ram-kingston-fury-ddr5-5600mhz-32gb-kf556c40bbk2-32wp.html,Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP,Kingston,Liên hệ,R.KS.05,"Mua Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,32GB,,,,,,,,,DDR5,5600MHz,"DIMM (PC, Desktop)",CL40,1.25V,Không hỗ trợ LED,0°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-sandisk-sandisk-creator-desk-drive-4tb.html,Ổ cứng SSD SanDisk Creator Desk Drive 4TB,Sandisk,Liên hệ,OC.SD.15,"Mua Ổ cứng SSD SanDisk Creator Desk Drive 4TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Sandisk,,,,USB-C (USB 3.2 Gen 2),,,,,,,,,SSD,,,1000 MB/s,Windows 10+ macOS 14 trở lên Được định dạng bằng exFAT để tương thích,,,,4TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-seagate-backup-plus-ultra-touch-usb-c-2tb-2-5-inch.html,Ổ cứng di động Seagate Backup Plus Ultra Touch 2TB 2.5 inch USB-C,Seagate ,Liên hệ,o-cung-di-dong-seagate-backup-plus-ultra-usb-c-2tb-2-5-inch,"Mua Ổ cứng di động Seagate Backup Plus Ultra Touch 2TB 2.5 inch USB-C chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Seagate ,,,,"USB 3.0, USB Type C",,,,,,,,,HDD,,,,Windows 10Windows 8.1 Windows 8Windows 7 macOS,,,,2TB,Vỏ được làm từ vải dệt,Bảo vệ mật khẩu được mã hoá trong phần cứng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dễ dàng lưu trữ, sắp xếp, chỉnh sửa và chia sẻ ảnhGiao diện dễ chỉnh sửa ảnh với Adobe creative cloudCung cấp nhiều phần mềm dễ sử dụngTính năng Backup Plus Ultra bảo mật dữ liệu cao",,,
https://cellphones.com.vn/nguon-may-tinh-xigmatek-x-power-iii-450-400w.html,Nguồn máy tính Xigmatek X-Power III 450 400W,XIGMATEK,Liên hệ,PC.N.27,"Mua Nguồn máy tính Xigmatek X-Power III 450 400W chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,XIGMATEK,,,,,,,,,,,,,,,,,,400W,120 mm (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-transcend-esd310p-1050mbs-1tb.html,Ổ cứng di động SSD Transcend ESD310P 1050MB/s 1TB,Transcend,Liên hệ,OC.TC.24,"Mua Ổ cứng di động SSD Transcend ESD310P 1050MB/s 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,USB Type-A / USB Type-C,,,,,,,,,SSD,,,1050 MB/s,Microsoft Windows macOS iOS/iPadOS Linux ChromeOS Android,,,,1TB,Vỏ nhôm,Bộ nhớ flash 3D NANDHỗ trợ chức năng mật khẩu một lầnTiêu chuẩn mã hóa nâng cao (AES) 256 bit,,,,,,,,,,,,,,,,,,950 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-kingston-fury-ddr5-5600mhz-16gb-kf556c40bb-16wp.html,Ram PC Kingston Fury DDR5 5600MHz 16GB (1*16) KF556C40BB-16WP,Kingston,Liên hệ,R.KS.03,"Mua Ram PC Kingston Fury DDR5 5600MHz 16GB (1*16) KF556C40BB-16WP chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,16GB,,,,,,,,,DDR5,5600MHz,"DIMM (PC, Desktop)",CL40,1.25V,Không hỗ trợ LED,0°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-sandisk-e81-extreme-pro-v2-ssd-4tb-usb-3-2.html,Ổ cứng di động Sandisk E81 Extreme Pro V2 SSD 4TB USB 3.2,Sandisk,Liên hệ,OC.SD.02,"Mua Ổ cứng di động Sandisk E81 Extreme Pro V2 SSD 4TB USB 3.2 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Sandisk,,,,USB-C (USB 3.2 Gen2 x 2),,,,,,,,,SSD,,,2000 MB/s,,,,,4TB,,,,,,,,,,,,,,,,,,,,2000 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-kingston-fury-beast-rgb-ddr5-5600mhz-64gb.html,Ram PC Kingston Fury Beast RGB DDR5 5600MHz 64GB (2*32GB),Kingston,Liên hệ,R.KT.47,"Mua Ram PC Kingston Fury Beast RGB DDR5 5600MHz 64GB (2*32GB) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,64GB,,,,,,,,,DDR5,5600MHz,"DIMM (PC, Desktop)",40-40-40,1.25V,Hỗ trợ LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-msi-pag-pano-m110a-3f-rgb.html,Case máy tính MSI PAG Pano M110A 3F RGB,MSI,Liên hệ,case-may-tinh-msi-pag-pano-m110a-3f-rgb,"Mua Case máy tính MSI PAG Pano M110A 3F RGB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Sau: 1 x 120 mmCạnh: 2 x 120 mmĐáy: 2 x 120 mmTrên: 2 x 120 mm / 2 x 140 mm,5,369 x 210 x 448 mm,MSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/hop-dung-o-cung-orico-m222c3-g2-nvme-m2-10gbps.html,Hộp đựng ổ cứng Orico M222C3-G2-GY NVME M2 10Gbps,Orico,Liên hệ,hop-dung-o-cung-orico-m222c3-g2-nvme-m2-10gbps,"Mua hộp đựng ổ cứng Orico M222C3-G2-GY NVME M2 10Gbps chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Orico,,,,,,,,,,,,,,,,,,,,,,,"Hỗ trợ ổ cứng M.2 NGFF SATA 2230, 2242, 2260, 2280Dung lượng hỗ trợ: Lên đến 4TBTốc độ truyền dữ liệu lên tới 10Gbps",,,,,,,,,,,,,,,,,,,Hợp kim nhôm + Tản nhiệt hợp kim nhôm tích hợp,,,Cổng vào: Type-CCổng ra: B-Key / B &amp; M-Key,,,,,,,,,,,,,Vào chế độ tự động ngủ sau 10 phút không hoạt động,,,
https://cellphones.com.vn/case-may-tinh-xigmatek-duo-x-3f-e-atx.html,Case máy tính Xigmatek DUO X 3F E-ATX,XIGMATEK,Liên hệ,CMT.XM.89.B,"Mua Case máy tính Xigmatek DUO X 3F E-ATX chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Trước: 120mm x 3 (lắp sẵn) Sau: 120mm fan x 1 (tùy chọn) Nóc: 120mm fan x 2 (tùy chọn),7,395 x 212 x 487 mm,XIGMATEK,,,,USB3.0 x 1 - USB2.0 x2 - Audio in/out x 1 (HD Audio),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thép, kính cường lực (Hông trái)",,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-asrock-b760m-pro-rs-d4-wifi.html,Mainboard Asrock B760M Pro RS/D4 Wifi,ASRock,Liên hệ,MB.AR.24,"Mua Mainboard Asrock B760M Pro RS/D4 Wifi chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,M-ATX,ASRock,,,,,Intel,LGA 1700,4,DDR4,128GB,"2 USB 3.2 Gen1 Type-C (1 Phía sau, 1 Phía trước)  5 USB 3.2 Gen1 Type-A (3 Phía sau, 2 Phía trước)   6 USB 2.0 (2 Phía sau, 4 Phía trước)",802.11ax,Realtek ALC897  Nahimic Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-xigmatek-gaming-x-ii-3f.html,Case máy tính Xigmatek Gaming X II 3F,XIGMATEK,Liên hệ,case-may-tinh-xigmatek-gaming-x-ii-3f,"Mua Case máy tính Xigmatek Gaming X II 3F chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Trước: 3 x 120 mm hoặc 3 x 140 mmTrên: 2 x 120 mm hoặc 2 x 140 mmSau: 1 x 120 mm,,400 x 215 x 488 mm,XIGMATEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-samsung-t7-portable.html,Ổ cứng di động SSD Samsung T7 Portable 1TB,Samsung Chính hãng,Liên hệ,o-cung-di-dong-ssd-samsung-t7-portable,"Mua Ổ cứng di động SSD Samsung T7 Portable 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Samsung Chính hãng,,,,USB 3.2,,,,,,,,,SSD,,,1050 MB/s,"Windows 8, Windows 8.1, Windows 10, macOS, Windows 7, Android",,,,1TB,,,,,,,,,,,,,,,,,,,,1000 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-xigmatek-pano-m-arctic.html,Case máy tính Xigmatek Pano M Arctic (No Fan) M-ATX Trắng,XIGMATEK,Liên hệ,CMT.XM.100.W,"Mua Case máy tính Xigmatek Pano M Arctic (No Fan) M-ATX Trắng chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",Mid Tower,Cạnh: 120mm x 2 (tuỳ chọn)Sau: 120mm x 1 (tuỳ chọn)Nóc: 120mm x 3 (tùy chọn)Đáy: 120mm x 3 (tùy chọn),5 khe cắm ,460 x 285 x 368 mm,XIGMATEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-corsair-icue-4000d-rgb-airflow-ql-true.html,Case máy tính Corsair ICUE 4000D RGB Airflow QL True,Corsair,Liên hệ,CMT.CS.22.W,"Mua Case máy tính Corsair ICUE 4000D RGB AIRFLOW QL TRUE WHITE chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",,Trước: 3 x 120mm hoặc 2 x 140mm Mặt trên: 2 x 120mm hoặc 2 x 140mm Sau: 1 x 120mm,7 dọc + 2 ngang,453 x 230 x 466 mm,Corsair,,,,,,,,,,,,,,,,,,,,,,,Độ dài GPU tối đa 360 mm  Độ dài PSU tối đa 180 mm (220mm nếu bỏ khung HDD) Chiều cao tối đa tản nhiệt CPU 170 mm,,,,,,,,,,,,,,,,,,,Kim loại cao cấp Kính cường lực mặt hông trái,,,1 x USB 3.0 Type-A 1 x USB 3.1 Type-C 1 x Audio jack,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-pc-corsair-vengeance-lpx-8gb-ddr4-3200mhz.html,Ram PC Corsair Vengeance LPX Heat Spreader DDR4 3200MHz 8GB (1*8GB),Corsair,Liên hệ,ram-pc-corsair-vengeance-lpx-8gb-ddr4-3200mhz,"Mua Ram PC Corsair Vengeance LPX Heat Spreader DDR4 3200MHz 8GB (1*8GB) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Corsair,,,,,,,,,,,,,,,8GB,,,,,,,,,DDR4,3200MHz,"DIMM (PC, Desktop)",16-20-20-38,1.2 - 1.35V,Không hỗ trợ LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-sandisk-creator-desk-drive-8tb.html,Ổ cứng SSD SanDisk Creator Desk Drive 8TB,Sandisk,Liên hệ,OC.SD.16,"Mua Ổ cứng SSD SanDisk Creator Desk Drive 8TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Sandisk,,,,USB-C (USB 3.2 Gen 2),,,,,,,,,SSD,,,1000 MB/s,Windows 10+ macOS 14 trở lên Được định dạng bằng exFAT để tương thích,,,,8TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-intel-core-ultra-5-225-tray.html,CPU Intel Core Ultra 5 225 (Tray),Intel,Liên hệ,CPU.IT.96,"Mua CPU Intel Core Ultra 5 225 (Tray) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Intel,,,,,Intel,FCLGA1851,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 5,,10,10,2.7 GHz - 4.9 GHz,L1: 20 MBL2: 22 MB,5.0 và 4.0,Intel® Graphics,65 W (Tối đa 121 W),Intel® 64Intel® Thread DirectorCông Nghệ Intel® Speed ShiftCông nghệ theo dõi nhiệtCông nghệ Intel® Turbo Boost 2.0Công nghệ Intel SpeedStep® nâng caoIntel® Gaussian &amp; Neural Accelerator 3.0,,,Intel AI Boost (13 TOPS),TSMC N3B,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-kingston-ddr5-5600mt-s-32gb-kvr56s46bd8-32.html,RAM Kingston DDR5 5600MT/s 32GB KVR56S46BD8-32,Kingston,Liên hệ,R.KT.61,"Mua RAM Kingston DDR5 5600MT/s 32GB KVR56S46BD8-32 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,32GB,,,,,,,,,DDR5,5600MT/s,SO-DIMM (Laptop),46-45-45,1.1 V,Không hỗ trợ LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-kingston-fury-rgb-ddr5-6000mhz-32gb-kf556c40bbak2-32wp.html,Ram PC Kingston Fury RGB DDR5 6000MHz 32GB (2*16) KF556C40BBAK2-32WP,Kingston,Liên hệ,R.KS.07,"Mua Ram PC Kingston Fury RGB DDR5 6000MHz 32GB (2*16) KF556C40BBAK2-32WP chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,32GB,,,,,,,,,DDR5,6000MHz,"DIMM (PC, Desktop)",CL40,1.25V,Hỗ trợ LED,0°C ~ 85°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-sandisk-creator-pro-portable-2000mbs-2tb.html,Ổ cứng di động SSD SanDisk Creator Pro Portable 2000MBs 2TB,Sandisk,Liên hệ,OC.SD.13,"Mua Ổ cứng di động SSD SanDisk Creator Pro Portable 2000MBs 2TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Sandisk,,,,USB-C (USB 3.2 Gen 2),,,,,,,,,SSD,,,2000 MB/s,Windows 10+ macOS 14 trở lên Được định dạng bằng exFAT để tương thích,,,,2TB,,Khả năng chống rơi từ độ cao lên đến 3 mét  Khả năng chống nước và bụi IP65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-corsair-cx750.html,Nguồn máy tính Corsair CX750,Corsair,Liên hệ,NMT.CS.25,"Mua Nguồn máy tính Corsair CX750 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",,,,,Corsair,,,,,,,,,,,,,,,,,,750 W,120 mm,80 Plus Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-adata-legend-860-500gb.html,Ổ cứng SSD ADATA LEGEND 860 PCIE GEN4 X4 M.2 2280 (R 6000/W 5000) 500GB,ADATA,Liên hệ,OC.AD.32,"Mua Ổ cứng SSD ADATA LEGEND 860 PCIE GEN4 X4 M.2 2280 (R 6000/W 5000) 500GB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ADATA,,,,,,,,,,,,,SSD,M2 PCIe,500GB,6.000 MB/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-samsung-990-pro-pcie-gen-4-0-x4-nvme-2tb.html,Ổ cứng SSD Samsung 990 PRO PCIE Gen 4.0 X4 NVMe (R 7450/W 6900) 2TB,Samsung Chính hãng,Liên hệ,OC.SS.43,"Mua Ổ cứng SSD Samsung 990 PRO PCIE Gen 4.0 X4 NVMe (R 7450/W 6900) 2TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Samsung Chính hãng,,,,,,,,,,,,,SSD,M2 PCIe,2TB,7450 MB/s ,"Máy tính cá nhân, Máy chơi game",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/hop-dung-o-cung-orico-m232c3-g2-nvme-m2-10gbps.html,Hộp đựng ổ cứng Orico M232C3-G2-GY NVME M2 10Gbps,Orico,Liên hệ,hop-dung-o-cung-orico-m232c3-g2-nvme-m2-10gbps,"Mua hộp đựng ổ cứng Orico M232C3-G2-GY NVME M2 10Gbps chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Orico,,,,,,,,,,,,,,,,,,,,,,,"Hỗ trợ ổ cứng M.2 NVMe 2230, 2242, 2260, 2280 SSDDung lượng hỗ trợ: Lên đến 4TBTốc độ truyền dữ liệu lên tới 10Gbps",,,,,,,,,,,,,,,,,,,Hợp kim nhôm + Tản nhiệt hợp kim nhôm tích hợp,,,Cổng vào: Type-CCổng ra: B-Key / B &amp; M-Key,,,,,,,,,,,,,Vào chế độ tự động ngủ sau 10 phút không hoạt động,,,
https://cellphones.com.vn/case-may-tinh-msi-mag-forge-120a-airflow.html,Case máy tính MSI MAG FORGE 120A AIRFLOW,MSI,Liên hệ,CMT.MSI.01,"Mua Case máy tính MSI MAG FORGE 120A AIRFLOW chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Mặt trước: 3 x 120 mm / 2 x 140 mmMặt trên: 2 x 120 mm / 2 x 140 mmMặt sau: 1 x 120 mmVỏ bọc PSU: 2 x 120 mm,7,411.6 x 210 x 498 mm ,MSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
