url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Kích thước thực tế (bao gồm viền),Tấm nền,Tỉ lệ màn hình,Tần số quét,Thời gian phản hồi,Treo tường,Cổng kết nối,Kích thước,Trọng lượng,Độ phân giải màn hình,Độ tương phản động,Tính năng khác,Chuẩn VESA,Góc xoay dọc,Góc xoay ngang,Kích cỡ màn hình hỗ trợ,Tải trọng màn hình tối đa,Hãng sản xuất,Góc lật màn hình,Độ dày bàn phù hợp,Cổng giao tiếp,Kích thước màn hình
https://cellphones.com.vn/man-hinh-gaming-philips-27m2n6500l-27-inch.html,Màn hình Gaming Philips 27M2N6500L 27 inch,Philips,Liên hệ,MH.PL.46,"Mua Màn hình Gaming Philips 27M2N6500L 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,QD-OLED,16:9,240 Hz,0.03ms,100 x 100 mm,"1 cổng HDMI 2.0, 1 cổng DisplayPort 1.4, Cổng ra tai nghe",Không chân đế: 609 x 355 x 61 mm Có chân đế: 609 x 531 x 261 mm,Không chân đế: 4.08 kgCó chân đế: 5.88 kg,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-philips-27m2n3200s-01-27-inch.html,Màn hình Gaming Philips 27M2N3200S/01 27 inch,Philips,Liên hệ,MH.PL.28,"Mua Màn hình Gaming Philips 27M2N3200S/01 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,180 Hz,0.5ms,100 x 100 mm,2x HDMI 2.0 1x DisplayPort 1.4,Không chân đế: 615 x 369 x 61 mmCó chân đế: 615 x 463 x 196 mm,Không chân đế: 4.10 kgCó chân đế: 4.71 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-lg-ultragear-27gs85q-b-27-inch.html,Màn hình Gaming LG UltraGear 27GS85Q-B 27 inch,LG,Liên hệ,MH.LG.94,"Mua Màn hình Gaming LG UltraGear 27GS85Q-B 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,200 Hz,1ms,100 x 100 mm,2 x HDMI (2.0)  1 x DisplayPort (1.4),,,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-viewsonic-xg275d1-4k-27-inch.html,Màn hình Gaming ViewSonic XG275D1-4K 27 inch,ViewSonic,Liên hệ,MH.VS.78,"Mua Màn hình Gaming ViewSonic XG275D1-4K 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,160Hz,0.5ms,75 x 75 mm,Chỉ chế độ thay thế DisplayPort USB 3.2 Loại C: 1 (bộ sạc nguồn 65W) 1x Đầu ra âm thanh 3.5 mm 2x HDMI 2.1 1x Màn hình hiển thị Nguồn cổng: DC Socket (Center Positive),Không có chân đế: 614.1 x 365.65 x 66.52 mmCó chân đế: 614.1 x 441.62~571.62 x 243.07 mm,Không có chân đế: 4.4kgCó chân đế: 6.3kg,3840 x 2160 pixels,80M:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-e-dra-egm27u60p-27-inch.html,Màn hình E-DRA EGM27U60P 27 inch,E-DRA,Liên hệ,MH.ED.40,"Mua Màn hình E-DRA EGM27U60P 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,60 Hz,1ms,100 x 100 mm,1 x HDMI + DC,800 x 116 x 420 mm (Vỏ hộp),4.8 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-vx2779a-hd-pro-27-inch.html,Màn hình Gaming ViewSonic VX2779A-HD-PRO 27 inch,ViewSonic,Liên hệ,MH..VS.89,"Mua Màn hình Gaming ViewSonic VX2779A-HD-PRO 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,240 Hz,1ms,100 x 100 mm,"1 x Đầu ra âm thanh 3,5 mm 2 x HDMI 1.4 1 x DisplayPort",Không có chân đế: 615 x 363.8 x 46 mm Có chân đế: 615 x 453.8 x 181.5 mm,Không có chân đế: 3.7 kg Có chân đế: 4.1 kg,1920 x 1080 pixels,80M:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-philips-24m2n3200l-74-24-inch.html,Màn hình Gaming Philips 24M2N3200L/74 24 inch,Philips,Liên hệ,MH.PL.20,"Mua Màn hình Gaming Philips 24M2N3200L/74 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,180 Hz,1ms,100 x 100 mm,"1 cổng HDMI 2.0 1 cổng DisplayPort 1.4Cổng ra tai nghe HDCP: HDCP 1.4 (HDMI / DP), HDCP 2.2 (HDMI / DP)",Có chân đế: 540 x 433 x 195 mm Không có chân đế: 540 x 325 x 55 mm,Có chân đế: 3.26 kgKhông có chân đế: 2.65 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-cong-gaming-xiaomi-g34i.html,Màn hình cong Gaming Xiaomi G34I,Xiaomi,Liên hệ,MH.X.08,"Mua màn hình cong Gaming Xiaomi G34I chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",34 inches,VA,21:9,180 Hz,1ms,75 x 75 mm,2x DP 2x HDMI 1 cổng âm thanh 1 cổng nguồn DC IN,Có chân đế: 811.3 × 210 × 510.1 mm (D x R x C),Có chân đế: 6.9 kg,3440 × 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-vx2780-2k-shdj-2-27-inch.html,Màn hình ViewSonic VX2780-2K-SHDJ-2 27 inch,ViewSonic,Liên hệ,MH.VS.76,"Mua Màn hình ViewSonic VX2780-2K-SHDJ-2 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,100 Hz,4ms,100 x 100 mm,1x Đầu ra âm thanh 3.5 mm 2x HDMI 1.4 1x DisplayPort Cổng cắm nguồn: 3-pin Socket (IEC C14 / CEE22),Có chân đế: 613.3 x 409.4~559.4 x 213.9 mm Không có chân đế: 613.3 x 356.7 x 46.8 mm,Có chân đế: 5.9 kg Không có chân đế: 3.8 kg,2560 x 1440 pixels,80M:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gigabyte-gs24f14-24-inch.html,Màn hình Gigabyte GS24F14 24 inch,Gigabyte,Liên hệ,MH.GB.13,"Mua Màn hình Gigabyte GS24F14 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,144 Hz,1ms,75 x 75 mm,1 x HDMI 1.4 1 x Displayport 1.2,Có chân đế: 537.7 x 414.5 x 152 mm Không chân đế: 537.7 x 317 x 37.5 mm,Có chân đế: 3.14 kg Không chân đế: 2.63 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-msi-mag-255f-x24-25-inch.html,Màn hình Gaming MSI MAG 255F X24 25 inch,MSI,Liên hệ,MH.MSI.98,"Mua Màn hình Gaming MSI MAG 255F X24 25 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",25 inches,IPS,16:9,240 Hz,0.5ms,100 x 100 mm,2x HDMI 2.0b (FHD@240Hz) 1x DisplayPort 1.2a1x Headphone-out,Có chân đế: 557.29 x 220.1 x 418.55mm Không chân đế: 557.29 x 65.52 x 326.85mm,3.24 kg,1920 x 1080 pixels,100000000:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-samsung-odyssey-oled-g9-ls49cg954sexxv-49-inch.html,Màn hình Gaming Samsung Odyssey OLED G9 LS49CG954SEXXV 49 inch,Samsung,Liên hệ,MH.SS.86,"Mua Màn hình Gaming Samsung Odyssey OLED G9 LS49CG954SEXXV 49 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",49 inches,OLED,32:9,240 Hz,0.03ms,100 x 100 mm,"HDMI, Bộ chia USB, Display Port, USB Hub Version",Có chân đế: 1194.7 x 529.3 x 236.9 mm (RxCxD)Không có chân đế: 1194.7 x 365.0 x 180.8 mm (RxCxD),Có chân đế: 12.9 kgKhông có chân đế: 9.2 kg,"5120 x 1440 pixels, 110 PPI","1,000,000:1",,,,,,,,,,,
https://cellphones.com.vn/gia-treo-man-hinh-hyperwork-core-arm-sa01-22-32-inch.html,Giá treo màn hình HyperWork Core Arm SA01 22 - 32 inch,HyperWork,Liên hệ,GT.HW.07.B,"Mua Giá treo màn hình HyperWork Core Arm SA01 22 - 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,,,,,,,,"Trợ lực piston Hyper Lift, có khả năng điều chỉnh kháng lựcLinh hoạt lắp đặt kẹp hoặc khoan bànCơ chế Quick Release VESA tháo rời ngàm, hỗ trợ tháo - lắp nhanh chóng","75 x 75 mm, 100 x 100 mm",180 độ,180 độ,22 - 32 inch,2 - 10 kg,HyperWork,"+90, - 90",,,
https://cellphones.com.vn/man-hinh-dahua-dhi-lm24-b201e-24-inch.html,Màn hình Dahua DHI-LM24-B201E 24 inch,Dahua,Liên hệ,MH.DH.06,"Mua Màn hình Dahua DHI-LM24-B201E 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,100 Hz,5ms,,"1x VGA, 1x HDMI, 1x DP",,,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-lg-27mr400-b-27-inch.html,Màn hình văn phòng LG 27MR400-B 27 inch,LG,Liên hệ,MH.LG.37,"Mua Màn hình văn phòng LG 27MR400-B 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,100 Hz,5ms,100 x 100 mm,"D-Sub, HDMI, Cổng ra âm thanh 3.5mm, DC", Có chân đế: 611.7 x 456.1 x 200mmKhông chân đế: 611.7 x 362.3 x 50.5mm,Có chân đế: 3.26 kgKhông chân đế: 3.84 kg,1920 x 1080,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-samsung-odyssey-oled-g8-ls32dg802-32-inch.html,Màn hình Gaming Samsung Odyssey OLED G8 LS32DG802 32 inch,Samsung,Liên hệ,MH.SS.74,"Mua Màn hình Gaming Samsung Odyssey OLED G8 LS32DG802 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,OLED,16:9,240 Hz,0.03ms,100 x 100 mm,1x PC in 2x USB/Service 2x HDMI 1x DP 1x Nguồn,Có chân đế: 719.7 x 584.6 x 263.5 mm (RxCxD) Không có chân đế: 719.7 x 414.7 x 49.2 mm (RxCxD),Có chân đế: 8.4 kg Không có chân đế: 5.3 kg,3840 x 2160 pixels,"1,000,000:1",,,,,,,,,,,
https://cellphones.com.vn/man-hinh-di-dong-e-dra-epm16f60-16-inch.html,Màn hình di động E-DRA EPM16F60 16 inch,E-DRA,Liên hệ,MH.ED.48,"Mua Màn hình di động E-DRA EPM16F60 16 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",16 inches,IPS,16:9,60 Hz,5ms,,"HDMI, USB-C, Cổng tai nghe",356.5 x 216.5 x 9 mm,765 gram,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-thong-minh-samsung-m7-m70f-ls32fm701uexxv.html,Màn hình thông minh Samsung M7 M70F LS32FM701UEXXV,Samsung,Liên hệ,MH.SS.110,"Mua Màn hình thông minh Samsung M7 M70F LS32FM701UEXXV chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,VA,16:9,60 Hz,4ms,100 x 100 mm,2x HDMI 1x USB-C Charging Power 65W 3x USB A,Có chân đế: 716.1 x 517.0 x 193.5 mmKhông có chân đế: 716.1 x 424.5 x 41.8 mm,Có chân đế: 6.8 kgKhông có chân đế: 5.7 kg,3840 x 2160 pixles,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-xiaomi-g24i-24-inch.html,Màn hình Gaming Xiaomi G24I 24 inch,Xiaomi,Liên hệ,MH.X.12,"Mua Màn hình Gaming Xiaomi G24I 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",23.8 inches,IPS,16:9,180 Hz,1ms,75 x 75 mm,Cổng DP x1 Cổng HDMI 1 Cổng âm thanh x1 Cổng nguồn DC IN x1,Có chân đế: 539.1 x 170 x 412.4 mm Không chân đế: 539.1 x 35 x 321.9 mm,Có chân đế: 3.9 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-e-dra-egm24f120pv-24-inch.html,Màn hình E-Dra EGM24F120PV 24 inch,E-DRA,Liên hệ,MH.ED.35,"Mua Màn hình E-Dra EGM24F120PV 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,120 Hz,1ms,,1 x HDMI + 1 VGA + DC,602 x 110 x 400 mm (Vỏ hộp),3.7 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-msi-pro-mp272lkl-27-inch.html,Màn hình MSI Pro MP272LKL 27 inch,MSI,Liên hệ,MH.MSI.86,"Mua Màn hình MSI Pro MP272LKL 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,100 Hz,1ms,,1 x HDMI 1.4b 1 x DisplayPort 1.2a 1 x 3.5 mm,Có chân đế: 615 x 200 x 441 mm,Có chân đế: 2.5 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-msi-mag-255xf-25-inch.html,Màn hình Gaming MSI MAG 255XF 25 inch,MSI,Liên hệ,MH.MSI.106,"Mua Màn hình Gaming MSI MAG 255XF 25 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",25 inches,IPS,16:9,300 Hz,0.5ms,100 x 100 mm,1x jack tai nghe (Headphone-out) Khóa Kensington 2x HDMI 2.1 (HDCP 2.3) 1x DisplayPort 1.4a (HDCP 2.3),,,1920 x 1080 pixels,100000000:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-va2215-h-100hz-22-inch.html,Màn hình ViewSonic VA2215-H 100Hz 22 inch,ViewSonic,Liên hệ,MH.VS.26,"Mua Màn hình ViewSonic VA2215-H 100Hz 22 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",22 inches,VA,16:9,100 Hz,1ms,75 x 75 mm,"VGA x 1, HDMI 1.4 x 1, Cổng ra âm thanh 3.5mm", Có chân đế: 492 x 377 x 188mmKhông chân đế: 492 x 282 x 38mm,Có chân đế : 2.4 kgKhông chân đế: 2 kg,1920 x 1080,50M : 1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-samsung-viewfinity-s7-ls27d700-27-inch.html,Màn hình Samsung Viewfinity S7 LS27D700 27 inch,Samsung,Liên hệ,man-hinh-samsung-viewfinity-s7-ls27d700-27-inch,"Mua màn hình Samsung Viewfinity S7 LS27D700 27 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,60 Hz,5ms,100 x 100 mm,"Tai nghe, HDMI, Display Port ",Có chân đế: 612.9 x 473.2 x 180 mm (RxCxD)Không có chân đế: 612.9 x 367.7 x 41.6 mm (RxCxD),Có chân đế: 5 kgKhông chân đế: 3.5 kg,3840 x 2160 pixels,1000:1(Typ),,,,,,,,,,,
https://cellphones.com.vn/man-hinh-asus-proart-pa278qev-27-inch.html,Màn hình Asus ProArt PA278QEV 27 inch,ASUS,Liên hệ,MH.AS.54,"Mua Màn hình Asus ProArt PA278QEV 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,75 Hz,5ms,100 x 100 mm,1x DisplayPort 1.2  1x Mini DisplayPort  1x HDMI(v1.4)  1x Dual-Link DVI  USB Hub : 4x USB 3.2 Gen 1 Type-A Đầu cắm Tai nghe Đầu vào âm thanh PC,Kích thước sản phẩm: 61.50 x 53.20 x 22.60 cm (W x H x D)  Kích thước vật lý không kèm kệ:61.50 x 37.20 x 5.10 cm (W x H x D) ,Có chân đế :6.9 kg  Không có chân đế :4.2 kg,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-asus-rog-swift-oled-pg27aqwp-w-27-inch.html,Màn hình Gaming ASUS ROG Swift OLED PG27AQWP-W 27 inch,ASUS,Liên hệ,MH.AS.111,"Mua Màn hình Gaming ASUS ROG Swift OLED PG27AQWP-W 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,WOLED,16:9,540 Hz,0.02ms,100 x 100 mm,1 x DisplayPort 2.1   2 x HDMI 2.1 (FRL)   1 x Jack tai nghe 3.5 mm   3 x USB 3.2 Gen 1 Type-A,Có chân đế: 60.56 x 54.79 x 27.35 cm Không chân đế: 60.56 x 36.94 x 6.31 cm,Có chân đế: 7.04 kg Không chân đế: 4.54 kg,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-lg-ultragear-oled-32gx870a-b-32-inch.html,Màn hình Gaming LG UltraGear OLED 32GX870A-B 32 inch,LG,Liên hệ,MH.LG.110,"Mua Màn hình Gaming LG UltraGear OLED 32GX870A-B 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,OLED,16:9,240 Hz,0.03ms,100 x 100 mm,"2 × USB 3.0 (Downstream) 1 × DisplayPort (phiên bản 2.1, HDCP 2.3) 2 × HDMI (phiên bản 2.1) 1 × USB Type-C (hỗ trợ truyền dữ liệu và sạc Power Delivery 90W) 1 × Cổng tai nghe",Có chân đế: 71.4 × 62.0 × 24.9 cm (Up)/71.4 × 51.1 × 24.9 cm (Down) Không chân đế: 71.4 × 41.2 × 6.6 cm,Có chân đế: 9.8 kgKhông chân đế: 5.58 kg,3840 x 2160 pixels,1.5M:1 (Typ.),,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-asus-rog-strix-oled-xg32ucwmg-32-inch.html,Màn hình Gaming ASUS ROG Strix OLED XG32UCWMG 32 inch,ASUS,Liên hệ,MH.AS.103,"Mua Màn hình Gaming ASUS ROG Strix OLED XG32UCWMG 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,WOLED,16:9,240 Hz,0.03ms,100 x 100 mm,1x DisplayPort 1.4 DSC 2x HDMI (v2.1) 1x USB-C (Chế độ DP Alt) Giắc cắm tai nghe Hub USB:3x USB 3.2 Gen 1 Loại A Cung cấp điện USB-C: 15W,Có chân đế: 71.4 x 57.9 x 27.4 cmKhông chân đế: 71.4 x 43.0 x 7.1 cm,Có chân đế: 7.3 kgKhông chân đế: 4.5 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-e-dra-egm22f100h-22-inch.html,Màn hình EDRA EGM22F100H 22 inch,E-DRA,Liên hệ,MH.ED.36,"Mua Màn hình EDRA EGM22F100H 22 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",22 inches,IPS,16:9,100 Hz,5ms,75 x 75 mm,1 x VGA  1 x HDMI  DC,,,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-lenovo-legion-27-10-68c5gac4vn-27-inch.html,Màn hình Gaming Lenovo Legion 27-10 68C5GAC4VN 27 inch,Lenovo,Liên hệ,MH.LNV.22,"Mua Màn hình Gaming Lenovo Legion 27-10 68C5GAC4VN 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,240 Hz,0.5ms,,"2 x HDMI 2.1 1 x DP 1.4  1 x Đầu ra âm thanh (3,5 mm)",,Không chân đế: 3.9 kg Có chân đế: 6.0 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-philips-32e1n3500-32-inch.html,Màn hình Philips 32E1N3500 32 inch,Philips,Liên hệ,MH.PL.45,"Mua Màn hình Philips 32E1N3500 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,IPS,16:9,100 Hz,1ms,,2 × HDMI 1.4 1 × DisplayPort 1.2 1 × Cổng âm thanh ra (Audio Out),,,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-va221a-h-22-inch.html,Màn hình ViewSonic VA221A-H 22 inch,ViewSonic,Liên hệ,MH.VS.87,"Mua Màn hình ViewSonic VA221A-H 22 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",22 inches,IPS,16:9,120 Hz,1ms,75 x 75 mm,1x VGA 1x HDMI 1.4 Nguồn vào: Ổ cắm DC (Cực dương ở giữa),Có chân đế: 495.01 x 381.94 x 188.97 mm Không có chân đế: 495.01 x 286.98 x 50.68 mm,Không có chân đế: 2.1 kg Có chân đế: 3.3 kg,1920 x 1080 pixels,50M:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-vx24g30-24-inch.html,Màn hình Gaming ViewSonic VX24G30-W 24 inch,ViewSonic,Liên hệ,MI.CN.15,"Mua Màn hình Gaming ViewSonic VX24G30-W 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,240 Hz,0.8ms,100 x 100 mm,1x jack âm thanh 3.5 mm (đầu ra) 2x HDMI 2.0 (HDCP 2.2) 1x DisplayPort 1x cổng nguồn DC (center positive),Không có chân đế: 541.86 x 322.95 x 43.1 mm Có chân đế: 541.86 x 415.75 x 189.96 mm,Không có chân đế: 2.8 kg Có chân đế: 3.2 kg,1920 x 1080 pixels,80M:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-asus-rog-strix-xg27acmes-27-inch.html,Màn hình Gaming ASUS ROG Strix XG27ACMES 27 inch,ASUS,Liên hệ,MH.AS.104,"Mua Màn hình Gaming ASUS ROG Strix XG27ACMES 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,255 Hz,0.3ms,100 x 100 mm,1x USB-C (DP Alt Mode) 1x DisplayPort 1.4 (HBR3) 1x HDMI(v2.1) Đầu cắm Tai nghe  USB-C Power Delivery : 15W,Có chân đế: 61.48 x 50.34 x 18.87 cmKhông chân đế: 61.48 x 36.71 x 6.30 cm,Có chân đế: 5.96 kgKhông chân đế: 3.87 kg,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-samsung-odyssey-oled-g8-g81sf-ls32fg812sexxv-32-inch.html,Màn hình Gaming Samsung Odyssey OLED G8 G81SF LS32FG812SEXXV 32 inch,Samsung,Liên hệ,MH.SS.104,"Mua Màn hình Gaming Samsung Odyssey OLED G8 G81SF LS32FG812SEXXV 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,OLED,16:9,240 Hz,0.03ms,100 x 100 mm,Display PortHDCP Version (DP)HDMITai ngheUSB-B Upstream PortUSB Type-A Downstream Port,Có chân đế: 719.7 x 584.6 x 263.5 mmKhông có chân đế: 719.7 x 414.7 x 49.2 mm,Có chân đế 8.4 kgKhông có chân đế: 5.3 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-di-dong-msi-pro-mp165-e6-16-inch.html,Màn hình di động MSI Pro MP165 E6 16 inch,MSI,Liên hệ,MH.MSI.82,"Mua Màn hình di động MSI Pro MP165 E6 16 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",16 inches,IPS,16:9,60 Hz,4ms,75 x 75 mm,1x HDMI 2.0b (FHD@60Hz) 2x Type-C (tín hiệu DP 1.2a với chế độ Alt &amp; Nguồn điện 15W/Đầu vào nguồn),356.5 x 13.85 x 210.35 mm,0.78 kg / 1.6 kg,1920 x 1080 pixels,100000000:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-asus-rog-strix-oled-xg27aqdmg-27-inch.html,Màn hình Gaming ASUS ROG Strix OLED XG27AQDMG 27 inch,ASUS,Liên hệ,MH.AS.78,"Mua Màn hình Gaming ASUS ROG Strix OLED XG27AQDMG 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,OLED,16:9,240 Hz,0.03ms,100 x 100 mm,DisplayPort 1.4 DSC x 1 HDMI (v2.0) x 2 Đầu cắm Tai nghe: Có USB Hub: 2x USB 3.2 Gen 1 Type-A,Có chân đế: 60.50 x 50.8 x 21.90 cm Không chân đế: 60.50 x 36.80 x 5.00 cm,Có chân đế: 6.7 kg Không có chân đế: 4.2 kg,2560 x 1440 pixels,"1,500,000:1",,,,,,,,,,,
https://cellphones.com.vn/man-hinh-di-dong-asus-zenscreen-mb16ncg-16-inch.html,Màn hình di động ASUS ZenScreen MB16NCG 16 inch,ASUS,Liên hệ,MH.AS.123,"Mua Màn hình di động ASUS ZenScreen MB16NCG 16 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",16 inches,IPS,16:10,155 Hz,5ms,,2x USB-C (hỗ trợ DisplayPort Alt Mode) 1x Mini HDMI 1x jack tai nghe,35.8 x 24.6 x 1.1 cm,0.90 kg,2560 x 1600 pixels,,,,,,,,,,,,
