url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Chip AI,Socket,Treo tường,Tính năng khác
https://cellphones.com.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r0fe.html,Laptop Acer Gaming Nitro ProPanel ANV15-41-R0FE,Acer,Liên hệ,laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r0fe,"Mua ngay Laptop Acer Gaming Nitro ProPanel ANV15-41-R0FE giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi","NVIDIA GeForce RTX 3050 6GB GDDR6 VRAM, hỗ trợ 2560 NVIDIA CUDA Cores",16GB,DDR5 Up to 4800 MT/s,"2 khe (1 x 16GB, nâng cấp tối đa 96GB)",512GB PCIe NVMe SSD (Tối đa 4TB PCIe Gen4 NVMe SSD​),15.6 inches,Độ sáng 300nitsĐộ phủ màu sRGB 100%Màn hình LCD TFT đèn nền LED Acer ComfyViewGóc nhìn rộng,"57Whr 4-cell Li-ion Battery, 135W AC Adapter",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),AMD Ryzen 7 7735HS (8 lõi / 16 luồng / Base Clock : 3.2 GHz / Max. Boost Clock : Up to 4.75 GHz / 4MB L2 Cache ; 16MB L3 Cache),"1x USB Type-C 3x USB Chuẩn A 1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micro tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC",194 TOPs,,,
https://cellphones.com.vn/laptop-lenovo-v15-g5-irl-83hf00brva.html,Laptop Lenovo V15 G5 IRL 83HF00BRVA,Lenovo,Liên hệ,laptop-lenovo-v15-g5-irl-83hf00brva,"Mua ngay Laptop Lenovo V15 G5 IRL 83HF00BRVA giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,8GB,SODIMM DDR5-5200,"2 khe (1 x 8GB, nâng cấp tối đa 32GB DDR5-5200)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)",15.6 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,"47Wh, 65W USB-C (3-pin)",Free OS,1920 x 1080 pixels (FullHD),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core up to 4.6GHz, E-core up to 3.4GHz, 12MB Intel Smart Cache","2 x USB-A (USB 3.2 Gen 1, 5Gbps) 1 x USB-C (USB 3.2 Gen 1, 5Gbps, PD 45–65W, DisplayPort 1.2) 1 x HDMI 1.4b 1 x Jack tai nghe/micro 3,5mm 1 x Ethernet (RJ-45) 1 x Cổng nguồn tròn",,,,
https://cellphones.com.vn/laptop-asus-vivobook-a515ea-l11970t.html,Laptop ASUS Vivobook A515EA-L11970T,ASUS,Liên hệ,Laptop ASUS Vivobook A515EA-L11970T,"Mua ngay Laptop ASUS Vivobook A515EA-L11970T giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Iris Xe Graphics,8GB,DDR4,,SSD 512 GB,15.6 inches,OLED,Lithium-ion 3 Cell,Windows 10,1920 x 1080 pixels (FullHD),Intel Core i5 1135G7,1 Card reader1 HDMI1 Jack 3.5 mm1 Type C1 USB 3.02 USB 2.0,,,,
https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nur-lp101w.html,Laptop ASUS TUF Gaming A15 FA507NUR-LP101W,ASUS,Liên hệ,laptop-asus-tuf-gaming-a15-fa507nur-lp101w,"Mua ngay Laptop ASUS TUF Gaming A15 FA507NUR-LP101W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",NVIDIA GeForce RTX 4050 6GB GDDR6,16GB,DDR5-4800 SO-DIMM,2x SO-DIMM slots (Nâng cấp tối đa 32GB),512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,"Độ sáng 250nitsĐộ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35%Màn hình chống chóiG-Sync","90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads)",1x RJ45 LAN  1x USB 3.2 Gen 2 Type-C 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) 2x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack,,,,
https://cellphones.com.vn/macbook-pro-14-m5-max-18cpu-32-gpu-36gb-2tb.html,MacBook Pro M5 Max 14 inch 2026 18CPU 32GPU 36GB 2TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-pro-14-m5-max-18cpu-32-gpu-36gb-2tb,"Mua ngay MacBook Pro M5 Max 14 inch 2026 18CPU 32GPU 36GB 2TB giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 32 lõi Neural Accelerators Công nghệ dò tia tốc độ cao bằng phần cứng Neural Engine 16 lõi Băng thông bộ nhớ 460GB/s,36GB,,,2TB,14.2 inches,"Màn hình Liquid Retina XDR Tỷ lệ tương phản 1.000.000:1 Độ sáng XDR: 1.000 nit, tối đa 1.600 nit3 (chỉ nội dung HDR) Độ sáng SDR: lên đến 1.000 nit (ngoài trời) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone Công nghệ ProMotion",Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 20 giờ Thời gian duyệt web trên mạng không dây lên đến 13 giờ,macOS,3024 x 1964 pixels ,Chip Apple M5 Pro CPU 18 lõi với 6 lõi siêu xử lý và 12 lõi hiệu năng,Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 5 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 5 (lên đến 120Gb/s) / USB 4 (lên đến 120Gb/s),,,,
https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-st648w.html,Laptop ASUS ZenBook 14 UX3405CA-ST648W,ASUS,Liên hệ,laptop-asus-zenbook-14-ux3405ca-st648w,"Mua ngay Laptop ASUS ZenBook 14 UX3405CA-ST648W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Arc Graphics,32GB,LPDDR5X on board,,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 500 nits Độ sáng tối đa 1000 nits HDR Độ phủ màu 100% DCI-P3 Tỷ lệ tương phản 1.000.000:1 Display HDR True Black 1000 1.07 tỷ màu Giảm 70% ánh sáng xanh có hại Được chứng nhận bởi TÜV Rheinland SGS Eye Care Display,"75WHrs, 2S2P, 4-cell Li-ion",Windows 11 Home,2880 x 1800 pixels,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)","1 x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu tối đa 5Gbps) 2 x Thunderbolt 4 (hỗ trợ xuất hình / cấp nguồn, tốc độ dữ liệu tối đa 40Gbps) 1 x HDMI 2.1 TMDS 1 x Jack âm thanh 3.5 mm (tai nghe/micro)",Intel AI Boost NPU up to 13TOPS,,,
https://cellphones.com.vn/laptop-acer-gaming-nitro-v-16s-propanel-anv16s-71-58wq.html,Laptop Acer Gaming Nitro Propanel ANV16S-71-58WQ,Acer,Liên hệ,laptop-acer-gaming-nitro-v-16s-propanel-anv16s-71-58wq,"Mua ngay Laptop Acer Gaming Nitro Propanel ANV16S-71-58WQ giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 5050 8 GB GDDR7, hỗ trợ 2560 NVIDIA CUDA Cores",32GB,DDR5 Up to 5600 MHz,"2 khe (2x 16GB, nâng cấp tối đa 96GB)","512GB PCIe NVMe SSD (2 SSD, nâng cấp tối đa 4TB)",16 inches,Độ sáng 400nitsĐộ phủ màu sRGB 100%Màn hình LCD TFT đèn nền LED Acer ComfyView Thời gian phản hồi 3 ms (GTG) thông qua công nghệ LCD Overdrive Góc nhìn rộng Thiết kế siêu mỏng,76Wh 4-cell Li-ion battery 135W_5.5PHY adapter,Windows 11 Home Single Language,2560 x 1600 pixel (2K),"Intel Core 5 210H (8 lõi / 12 luồng, 1.6 GHz - 4.8 GHz, 12 MB Intel Smart Cache)","1 x USB Type-C (Thunderbolt 4, DisplayPort, sạc) 3 x USB Type-A (1 x USB 3.2 Gen 1, 2 x USB 3.2 Gen 2, hỗ trợ sạc khi tắt máy) 1 x microSD card reader 1 x RJ-45 1 x HDMI 2.1 (HDCP) 1 x jack tai nghe 3.5 mm 1 x cổng nguồn DC-in",,,,
https://cellphones.com.vn/macbook-air-m2-2022-16gb-512gb-sac-70w.html,Apple MacBook Air M2 2024 8CPU 10GPU 16GB 512GB Sạc 70W I Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-air-m2-2022-16gb-512gb-sac-70w,"Mua Apple Macbook Air M2 16GB 512GB chính hãng - Giá rẻ, bảo hành 12 tháng, thu cũ lên đời, đổi mới 30 ngày, trả góp 0%. Mua ngay Mac Air M2 16GB 512GB tại đây.","10 nhân GPU, 16 nhân Neural Engine",16GB,,,512GB,13.6 inches,Liquid Retina  Độ sáng 500 nits,"52,6 Wh",MacOS,2560 x 1664 pixels,Apple M2 8 nhân,2 x Thunderbolt 3Jack tai nghe 3.5 mmMagSafe 3,,,,
https://cellphones.com.vn/laptop-asus-vivobook-14-m1405naq-ly011w.html,Laptop ASUS Vivobook 14 M1405NAQ-LY011W,ASUS,Liên hệ,laptop-asus-vivobook-14-m1405naq-ly011w,"Mua ngay Laptop ASUS Vivobook 14 M1405NAQ-LY011W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon Graphics,16GB,DDR5,"2 khe (8GB DDR5 on board + 8GB DDR5 SO-DIMM, Có thể nâng cấp; Cần tháo vỏ dưới/trên)",512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 300 nits Độ phủ màu 45% NTSC Bề mặt màn hình chống loá Chứng nhận TÜV Rheinland,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"AMD Ryzen 7 170 3.2GHz (20MB Cache, up to 4.75 GHz, 8 lõi, 16 luồng)",1 x USB 2.0 Type-A (tốc độ đến 480Mbps) 1 x USB 3.2 Gen 1 Type-C (5Gbps) 1 x USB 3.2 Gen 1 Type-C hỗ trợ Power Delivery (5Gbps) 2 x USB 3.2 Gen 1 Type-A (5Gbps) 1 x HDMI 1.4 1 x Jack âm thanh 3.5mm combo,,,,
https://cellphones.com.vn/laptop-asus-vivobook-15-m1502naq-bq021w.html,Laptop ASUS VivoBook 15 M1502NAQ-BQ021W,ASUS,Liên hệ,laptop-asus-vivobook-15-m1502naq-bq021w,"Mua ngay Laptop ASUS VivoBook 15 M1502NAQ-BQ021W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon Graphics,16GB,DDR5 ,"2 khe (8GB DDR5 on board + 8GB DDR5 SO-DIMM, Có thể nâng cấp; Cần tháo vỏ dưới/trên)",512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,Độ sáng 250nitsĐộ phủ màu 45% NTSC Màn hình chống chói,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 5 150 3.3GHz (18MB Cache, up to 4.55 GHz, 6 lõi, 12 luồng)",1 x USB 2.0 Type-A (480 Mbps) 1 x USB 3.2 Gen 1 Type-C (5 Gbps) 1 x USB 3.2 Gen 1 Type-C hỗ trợ Power Delivery (5 Gbps) 2 x USB 3.2 Gen 1 Type-A (5 Gbps) 1 x HDMI 1.4 1 x Jack tai nghe/micro 3.5 mm,,,,
https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g15-ryzen-9-ram-16gb-240hz.html,Laptop ASUS Gaming ROG Zephyrus G15 GA502IV-AZ079T,ASUS,Liên hệ,laptop-asus-gaming-rog-zephyrus-g15-ryzen-9-ram-16gb-240hz,"Mua ngay Laptop ASUS Gaming ROG Zephyrus G15 Ryzen 9 Ram 16Gb 240Hz giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",NVIDIA GeForce RTX™ 2060 6GB GDDR6 with Max-Q Design (ROG Boost),16GB,,,512GB SSD PCIE G3X4,15.6 inches,"15.6&quot; FHD (1920 x 1080) Non-Glare, IPS, 240Hz, 3ms, 72% NTSC, 100% sRGB, Pantone Validated, adaptive sync",4 Cell 76WHr,Windows 10 Home 64,1920 x 1080 pixels (FullHD),AMD Ryzen 9 4900HS 3.0GHz up to 4.3GHz 12MB,"3x USB 3.2, 1x USB 3.2 Type-C with DisplayPort, HDMI, RJ-45",,,,2x1W Speakers with Smart AMP Technology
https://cellphones.com.vn/laptop-acer-gaming-predator-helios-neo-16-ai-phn16-73-757w.html,Laptop Acer Gaming Predator Helios Neo 16 AI PHN16-73-757W,Acer,Liên hệ,laptop-acer-gaming-predator-helios-neo-16-ai-phn16-73-757w,"Mua ngay Laptop Acer Gaming Predator Helios Neo 16 AI PHN16-73-757W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 5060 với 8 GB VRAM GDDR7 chuyên dụng, hỗ trợ 3328 lõi NVIDIA CUDA",32GB,DDR5 Up to 6400 MT/s,"2 khe (1 x 32GB, nâng cấp tối đa 96GB)",1TB PCIe NVMe SED SSD (Up to 4TB PCIe Gen4 NVMe SSD​),16 inches,Độ sáng 500 nits Độ phủ màu DCI-P3 100% Màn hình LCD TFT đèn nền LED Acer ComfyView Tương thích Nvidia Advanced Optimus Góc nhìn rộng Thiết kế siêu mỏng,Pin Li-ion 4 cell 90Wh Bộ đổi nguồn AC 230W,Windows 11 Home Single Language,2560 x 1600 pixels (2K),"Intel Core Ultra 7 255HX (20 lõi / 20 luồng, Efficient-core Max Turbo Frequency : 4.5 GHz, Performance-core Max Turbo Frequency : 5.2 GHz, 30MB Cache)",2x USB Type-C (DP / Thunderbolt 4 / Sạc / DC-in) 1x USB Type-C (10Gbps / DP / Sạc / DC-in) 3x USB-A  1x HDMI 2.1 hỗ trợ HDCP 1x Ethernet (RJ-45) 1x Thẻ nhớ microSD (tương thích SDXC) 1x DC-in 1x Giắc cắm tai nghe/loa 3.5mm,572 TOPS,,,
https://cellphones.com.vn/laptop-hp-omnibook-7-aero-13-bg1083au-bz7r9pa-ryzen-ai-7.html,Laptop HP Omnibook 7 Aero 13-BG1083AU BZ7R9PA,HP,Liên hệ,laptop-hp-omnibook-7-aero-13-bg1083au-bz7r9pa-ryzen-ai-7,"Mua ngay Laptop HP Omnibook 7 Aero 13-BG1083AU BZ7R9PA giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon 860M Graphics,32GB,LPDDR5x-7500 MT/s,Onboard,512 GB PCIe Gen4 NVMe M.2 SSD,13.3 inches,Viền mỏng  Màn hình chống chói Độ sáng 400 nits Độ phủ màu 100% sRGB,"3-cell, 43 Wh Li-ion polymer 65 W USB Type-C power adapterHỗ trợ sạc pin nhanh: khoảng 50% trong 30 phút",Windows 11 Home Single Language + Office,1920 x 1200 pixels (WUXGA),"AMD Ryzen AI 7 350 (up to 5.0 GHz max boost clock,16 MB L3 cache, 8 lõi, 16 luồng)","1x USB Type-A 10 Gbps 1x USB Type-A 5 Gbps 1x HDMI 2.1 1x Combo tai nghe/micrô 2x USB Type-C 10 Gbps (USB PD 3.1, DisplayPort 2.1, HP Sleep and Charge)",AMD Ryzen AI (50 NPU TOPS),,,
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14iph11-83uq000jvn.html,Laptop Lenovo IdeaPad Slim 3 14IPH11 83UQ000JVN,Lenovo,Liên hệ,laptop-lenovo-ideapad-slim-3-14iph11-83uq000jvn,"Mua ngay Laptop Lenovo IdeaPad Slim 3 14IPH11 83UQ000JVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Graphics,16GB,8GB Soldered DDR5-5600 + 8GB SODIMM DDR5-5600,"2 khe (8GB Onboard + 8GB SODIMM DDR5-5600, nâng cấp tối đa 24GB (8GB Onboard + 16GB SODIMM))","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa hai ổ đĩa, 2 ổ SSD M.2, dung lượng lên đến 1TB)",14 inches,Độ sáng 400 nits Màn hình chống chói  Độ phủ màu 45% NTSC,"60Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core Ultra 5 322, 6 lõi (2P + 4LPE) / 6 luồng, Max Turbo up to 4.4GHz, 12MB Intel Smart Cache","2 x USB-A (USB 5Gbps) 1 x USB-C (USB 5Gbps, PD 45–65W, DisplayPort 1.2) 1 x HDMI 1.4 1 x Jack tai nghe/mic 3.5 mm 1 x khe thẻ SD 1 x cổng nguồn tròn",Up to 46 TOPS,,,
https://cellphones.com.vn/mac-mini-8gb-256gb-2018-mrtt2.html,Apple Mac mini 8GB 256GB 2018 (MRTT2),Apple,Liên hệ,mac-mini-8gb-256gb-2018-mrtt2,"Mua Apple Mac mini 8GB 256GB 2018 (MRTT2)  chính hãng giá rẻ - Bảo hành 12 tháng tại Việt Nam, đổi mới 30 ngày, hỗ trợ trả góp 0%. Mua ngay Apple Mac mini 8GB 256GB 2018 (MRTT2)  tại đây.",Intel UHD Graphics 630,8GB,8GB 2666MHz DDR4 memory,,,,,,,,3.0GHz Six-core 8th-generation Intel Core i5-8500B,"2 x USB 3.0  4 x Thunderbolt 3(USB-C)  1 x Ethernet  1 x HDMI 1 Jack 3,5mm",,,,
https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc00m3vn.html,Laptop Lenovo LOQ 15ARP9 83JC00M3VN,Lenovo,Liên hệ,laptop-lenovo-loq-15arp9-83jc00m3vn,"Mua ngay Laptop Lenovo LOQ 15ARP9 83JC00M3VN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W",16GB,DDR5-4800,"2 khe (2 x 8GB, nâng cấp tối đa 32GB DDR5-4800)","1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa 2 ổ M.2 SSD, mỗi ổ M.2 2242 dung lượng đến 1TB)",15.6 inches,Độ sáng 300nits  Màn hình chống chói Độ phủ màu 100% sRGB G-SYNC,"60Wh, 170W Slim Tip (3-pin)","Windows 11 Home Single Language, English",1920 x 1080 pixels (FullHD),"AMD Ryzen 5 7235HS (4 lõi / 8 luồng, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)","3x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-C (10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.4 1x HDMI 2.1, lên đến 8K/60Hz 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn",,,,
https://cellphones.com.vn/laptop-dell-inspiron-15-3530-j9xfd.html,Laptop Dell Inspiron 15 3530 J9XFD - Nhập khẩu chính hãng,Dell,Liên hệ,laptop-dell-inspiron-15-3530-j9xfd,"Mua ngay Laptop Dell Inspiron 15 3530 J9XFD giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Iris Xe Graphics,16GB,DDR4 3200 MHz,"2 khe (2 x 8GB, tối đa 16GB)","512GB SSD , nâng tối đa 1TB",15.6 inches,Độ phủ màu 45% NTSC,"3 cell, 41Wh",Windows 11,1920 x 1080 pixels (FullHD),Intel Core i5-1334U,Khe cắm thẻ SD Cổng USB 2.0 Cổng âm thanh đa năng Cổng HDMI 1.4 Cổng USB 3.2 gen 1 USB loại C,,,,
https://cellphones.com.vn/laptop-hp-250-g10-b1ry5pt.html,Laptop HP 250 G10 B1RY5PT,HP,Liên hệ,laptop-hp-250-g10-b1ry5pt,"Mua ngay Laptop HP 250 G10 B1RY5PT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,8GB,DDR4/ 3200MHz,2 khe (1 x 8GB),512GB SSD PCIe (M.2 2280),15.6 inches,Màn hình chống chói,3 Cell Int (41.04Wh),Windows 11 Home Single Language 64-bit,1920 x 1080 pixels (FullHD),Intel Core i5-1335U (10 lõi) - Max Turbo Frequency: 4.60 GHz,2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C 1 x HDMI 1 x Jack tai nghe/mic 3.5 mm,,,,
https://cellphones.com.vn/laptop-lenovo-v15-g4-iru-83a100pmvn.html,Laptop Lenovo V15 G4 IRU 83A100PMVN,Lenovo,Liên hệ,laptop-lenovo-v15-g4-iru-83a100pmvn,"Mua ngay Laptop Lenovo V15 G4 IRU 83A100PMVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,16GB,DDR4-3200,"2 khe (8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200, tối đa 16GB)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe (tối đa 1TB),15.6 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,"38Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",1920 x 1080 pixels (FullHD),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery (chỉ 20V) và DisplayPort 1.2) 1x HDMI 1.4b 1x Giắc cắm kết hợp tai nghe/micrô (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn",,,,
https://cellphones.com.vn/apple-studio-display-27-5k-ngam-vesa-man-nano-2026.html,Apple Studio Display 27 5K Ngàm VESA Màn Nano 2026 | Chính hãng Apple Việt Nam,Apple,Liên hệ,apple-studio-display-27-5k-ngam-vesa-man-nano-2026,"Mua ngay Apple Studio Display 27 5K Ngàm VESA Màn Nano 2026 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,,27 inches,Mặt kính Nano-textureMàn hình Retina  Độ sáng 600 nit Hỗ trợ một tỷ màu Dải màu rộng (P3) Công nghệ True Tone,,,5120 x 2880 pixels,,"2x Thunderbolt 5 (120Gb/s), 1 cổng ngược dòng dành cho thiết bị chính (96W), 1 cổng xuôi dòng để kết nối phụ kiện tốc độ cao hoặc kết nối chuỗi các màn hình khác  2x USB-C (10Gb/s) để kết nối các thiết bị ngoại vi, lưu trữ và kết nối mạng",,,100 x 100 mm,
https://cellphones.com.vn/laptop-hp-240-g9-ag2j7at.html,Laptop HP 240 G9 AG2J7AT,HP,Liên hệ,laptop-hp-240-g9-ag2j7at,"Mua ngay Laptop HP 240 G9 AG2J7AT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,16GB,DDR4 3200MHz,2 khe (1 x 16GB),512GB SSD PCIe (M.2 2280),14 inches,Màn hình chống chói,3 Cell Int (41.04Wh),Windows 11 Home Single Language 64-bit,1920 x 1080 pixels (FullHD),Intel Core i5-1235U (10 lõi) - Max Turbo Frequency: 4.40 GHz,2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C 1 x HDMI 1 x RJ45 (LAN) 1 x Headphone/Microphone combo audio jack,,,,
https://cellphones.com.vn/macbook-pro-14-inch-m5-10-cpu-10-gpu-16gb-512gb-nano.html,MacBook Pro 14 M5 10CPU 10GPU 16GB 512GB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-pro-14-inch-m5-10-cpu-10-gpu-16gb-512gb-nano,"Mua ngay MacBook Pro 14 M5 10CPU 10GPU 16GB 512GB Nano giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 10 lõi Neural Engine 16 lõi,16GB,,,512GB,14.2 inches,"Màn hình Nano-textureLiquid Retina XDR Tỷ lệ tương phản 1.000.000:1 Độ sáng XDR 1.000 nit toàn màn hình, tối đa 1.600 nit (HDR) SDR 1.000 nit (ngoài trời) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone Công nghệ ProMotion",Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,macOS,3024 x 1964 pixels ,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),Apple Intelligence,,,
https://cellphones.com.vn/mac-mini-m2-pro-2023.html,Mac mini M2 Pro 2023 (10 CPU - 16 GPU - 16GB - 512GB) | Chính hãng Apple Việt Nam,Apple,Liên hệ,mac-mini-m2-pro-20231,"Mua Mac mini M2 Pro 2023 chính hãng giá rẻ - Bảo hành 12 tháng tại Việt Nam, đổi mới 30 ngày, hỗ trợ trả góp 0%. Mua ngay Mac mini M2 Pro 2023 tại đây.",16 nhân GPU,16GB,,,512GB,,Xuất hình ảnh 6K 60hz qua cổng ThunderboltXuất hình ảnh 4K qua cổng HDMI,,macOS,,Apple M2 Pro 10 nhân,Thunderbolt 42 x USB‑A portsHDMIWi‑Fi 6ECổng 3.5mm,,,,
