url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Dung lượng RAM,Bộ nhớ trong,Pin,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Công nghệ NFC,Thẻ SIM,Loại CPU,Tương thích,Cảm biến
https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-2-9-7-inch.html,Xiaomi Redmi Pad 2 9.7 inch 4GB 64GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-redmi-pad-2-9-7-inch,"Xiaomi Redmi Pad 2 9.7 inch 2K 120Hz mượt mà, chip Snapdragon 6s Gen 2, pin trâu 7600mAh. CellphoneS trợ giá thu cũ 1tr8, bảo hành VIP, quà hấp dẫn",9.7 inches,,"8MP, f/2.0, kích thước điểm ảnh 1.12μm","5MP, f/2.2, kích thước điểm ảnh 1.12μm",Snapdragon® 6s 4G Gen 2,4 GB,64 GB,7600mAh,Xiaomi HyperOS 3,2408 x 1080 pixels,"Tần số quét 120Hz, Tốc độ lấy nét cảm ứng 240Hz, Độ sáng 500 nits (tối đa 600 nits ở chế độ ngoài trời), Đạt chứng nhận TÜV Rheinland về Ánh sáng xanh thấp",,,8 nhân,,
https://cellphones.com.vn/may-doc-sach-onyx-boox-palma.html,Máy đọc sách Onyx Boox Palma,Onyx Boox,Liên hệ,may-doc-sach-onyx-boox-palma,"Mua Máy đọc sách Onyx Boox Palma chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",6.13 inches,,16MP,,Qualcomm Advanced Octa-core,6 GB,128 GB,3950 mAh ,Android 11,,Màn hình 6.13&quot; E Ink Carta 1200824 x 1648 (300 ppi),,,,,
https://cellphones.com.vn/may-doc-sach-kindle-paperwhite-6-16gb-khong-quang-cao.html,Máy đọc sách Kindle Paperwhite 6 16GB (Bản không quảng cáo),Kindle,Liên hệ,may-doc-sach-kindle-paperwhite-6-16gb-khong-quang-cao,"Mua Máy đọc sách Kindle Paperwhite 6 16GB (Bản không quảng cáo) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",7.0 inches,,,,,,16 GB,Lên đến 12 tuần,,,"Công nghệ màn hình 7 ”Paperwhite của Amazon với ánh sáng tích hợp, 300 ppi, công nghệ phông chữ được tối ưu hóa, thang màu xám 16 cấp.",,,,,
https://cellphones.com.vn/ipad-pro-m5-11-inch-256gb.html,iPad Pro chip M5 11 inch Wifi 256GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-11-inch-256gb,"Mua iPad Pro M5 11 inch Wifi 256GB chính hãng, giá tốt, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",11 inches,Ultra Retina XDR,Camera 12MP WideKhẩu độ ƒ/1.8,Camera 12MP Center Stage trên cạnh ngang Khẩu độ ƒ/2.0,Apple M5,12 GB,256 GB,Pin sạc Li-Po 31.29 Wh, iPadOS 26,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True ToneLớp phủ kháng dầu chống in dấu vân tay Công nghệ ép kín Lớp phủ chống phản chiếu",Không,,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/ipad-pro-m5-11-inch-2tb.html,iPad Pro chip M5 11 inch Wifi 2TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-11-inch-2tb,"Mua iPad Pro chip M5 11 inch Wifi 2TB chính hãng, giá tốt, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",11 inches,Ultra Retina XDR,Camera 12MP WideKhẩu độ ƒ/1.8,Camera 12MP Center Stage trên cạnh ngang Khẩu độ ƒ/2.0,Apple M5,16 GB,2 TB,Pin sạc Li-Po 31.29 Wh, iPadOS 26,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True ToneLớp phủ kháng dầu chống in dấu vân tay Công nghệ ép kín Lớp phủ chống phản chiếu",Không,,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-lite-5g.html,Samsung Galaxy Tab S10 Lite 5G,,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-lite-5g,"Mua Samsung Galaxy Tab S10 Lite 5G chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S10 Lite 5G tại đây.",10.9 inches,IPS LCD,8 MP,5 MP,Exynos 1380 (5 nm),,,"8000 mAh, 25W","Android 15, One UI 7",,“Màn hình 10.9″1320 x 2112 pixelsTần số quét 90Hz,,Nano-SIM + eSIM,Octa-core (4x2.4 GHz Cortex-A78 &amp; 4x2.0 GHz Cortex-A55),,
https://cellphones.com.vn/may-tinh-bang-oppo-pad-se.html,OPPO Pad SE,OPPO,Liên hệ,may-tinh-bang-oppo-pad-se,"Mua OPPO Pad SE chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay OPPO Pad SE tại đây.",11 inches,LCD,5MP (f/2.2),5MP (f/2.2),MediaTek Helio G100,,,9098mAh (Định mức)9340mAh (Tiêu chuẩn),ColorOS 15.0.1,1920 x 1200 pixels,"Tần số quét 90Hz, 1 tỷ màu (8+2) bits, Chế độ sống động: 98%, 207 PPI, Độ sáng tiêu chuẩn ngoài trời: 500nits",,,8 nhân,,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-12-x-kem-ban-phim.html,Máy tính bảng Huawei MatePad 12 X 12GB 256GB kèm bàn phím,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-12-x-kem-ban-phim,"Mua Máy tính bảng Huawei MatePad 12 X chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Máy tính bảng Huawei MatePad 12 X tại đây.",12 inches,PaperMatte (IPS),"50 MP (f/1.8, AF)","8 MP (f/2.2, FF)",,12 GB,256 GB,10.100 mAh,HarmonyOS 4.3,2800 x 1840  pixels,Độ sáng 1000 nitTốc độ làm mới 144 Hz (thích ứng 30 Hz – 144 Hz)Gam màu rộng P3HDR sống độngChống lóaChứng nhận TÜV Rheinland và SGS,,,,"Bút cảm ứng HUAWEI M-Pencil Pro, Bàn phím Từ tính Thông minh HUAWEI",
https://cellphones.com.vn/ipad-pro-m5-13-inch-256gb.html,iPad Pro chip M5 13 inch Wifi 256GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-13-inch-256gb,"Mua iPad Pro M5 13 inch Wifi 256GB chính hãng, giá tốt, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",13 inches,Ultra Retina XDR,,,Apple M5,12 GB,256 GB,Pin sạc Li-Po 38.99 Wh, iPadOS 26,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True ToneLớp phủ kháng dầu chống in dấu vân tay Công nghệ ép kín Lớp phủ chống phản chiếu",Không,,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/ipad-10-2-inch-2020.html,iPad 10.2 2020 WiFi 32GB I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-10-2-inch-2020,"Mua Apple iPad Gen 8 10.2 inch (2020) WiFi 32GB giá rẻ -  Chính hãng Apple Việt Nam, bảo hành 12 tháng, trả góp 0%. Mua ngay iPad Gen 8 2020 tại đây.",10.2 inches,IPS LCD,"8 MP, khẩu độ f/2.4","2 MP, khẩu độ f/2.2",Apple A12 Bionic (7 nm),3 GB,32 GB,Khoảng 8.200 mAh,iOS,1620 x 2160 pixels,,,,2 nhân 2.5 GHz4 nhân 1.6 GHz,,"Cảm biến vân tay,áp suất,la bàn,con quay hồi chuyển "
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-fe-plus-wifi-12gb-256gb.html,Samsung Galaxy Tab S10 FE Plus Wifi 12GB 256GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-fe-plus-wifi-12gb-256gb,"Mua máy tính bảng Samsung Galaxy Tab S10 FE Plus chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S10 FE Plus tại đây.", 13.1 inches,TFT LCD,13.0 MP,12.0 MP,Exynos 1580 (4 nm),12 GB,256 GB,"10,090 mAh",Android 15,2880 x 1800 pixels,"Kích thước màn hình 13.1 inch, Tần số 90Hz, Độ sáng tối đa 800 nits, 16 triệu màu",,,"2.9GHz,2.6GHz,1.9GHz",Bút S Pen,
https://cellphones.com.vn/honor-pad-x8-lite.html,Honor Pad X8 Lite,HONOR,Liên hệ,honor-pad-x8-lite,"Mua máy tính bảng Honor Pad X8 Lite chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, 1 đổi 1 trong 30 ngày, trả góp 0%. Mua ngay Honor Pad X8 Lite tại đây.",9.7 inches,, 5MP, 2MP,MediaTek MT8786,3 GB,32 GB,5100mAh,Android S + MagicUI 6.1,800 x 1280 pixels,,,,2×Cortex A75 2.0GHz + 6×Cortex A55 1.8GHz,,
https://cellphones.com.vn/ipad-pro-m4-11-inch-1tb-nano.html,iPad Pro M4 11 inch Wifi 1TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-1tb-nano,"Đặt trước iPad Pro M4 11 inch Wifi 1TB Nano chính hãng giá rẻ chỉ từ 25.99 triệu, trả góp 0% - Đặt ngay iPad Pro M4 về hàng sớm nhất tại CellphoneS.",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,1 TB,31.29 Wh,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu Nano",Không,,,Hỗ trợ Apple Pencil Pro,
https://cellphones.com.vn/samsung-galaxy-tab-s9-12gb-256gb.html,Samsung Galaxy Tab S9 5G 12GB 256GB,Samsung,Liên hệ,samsung-galaxy-tab-s9-12gb-256gb,"Mua máy tính bảng Tab S9 5G 12GB 256GB giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",11 inches,Dynamic AMOLED 2X,13 MP,12 MP,Snapdragon 8 Gen 2,12 GB,256 GB,"8,400 mAh",Android 13,1600 x 2560 pixels,"Tần số quét 120 Hz, Giảm ánh sáng xanh Eye Care,  HDR10+, Độ sâu màu sắc 16M, Vision Booster",Không,2 SIM (nano‑SIM và eSIM),"8 nhân 3.36 GHz, 2.8GHz, 2GHz",Bút S-pen,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-se-11-inch.html,Huawei MatePad SE 11 inch 6GB 128GB,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-se-11-inch,"Mua máy tính bảng Huawei MatePad SE 11 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",11 inches,TFT LCD,"8MP, f/2.0","5 MP, f/2.2",,6 GB,128 GB,7700 mAh,HarmonyOS 2.0,1920 x 1200 pixels (FullHD+),"16,7 triệu màu, 100% sRGB, 207 PPI, 400 nits",,,,Bút cảm ứng Huawei M-Pen lite4,
https://cellphones.com.vn/apple-ipad-air-m4-11-inch-128gb-5g.html,iPad Air 11 inch M4 5G 128GB 2026 | Chính hãng,Apple,Liên hệ,apple-ipad-air-m4-11-inch-128gb-5g,"Mua iPad Air 11 inch M4 5G 128GB 2026 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Air 11 inch M4 5G 128GB 2026 tại đây.",11 inches,Liquid Retina,"12MP, f/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama (lên đến 63MP)","12MP Center Stage, ƒ/2.0",Chip Apple M4,12 GB,128 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 26,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSĐộ sáng 500 nit264 ppiDải màu rộng (P3)True ToneLớp phủ chống phản chiếuCông nghệ ép kín,,1 eSIM,8 lõi với 3 lõi hiệu năng và 5 lõi tiết kiệm điện,Hỗ trợ Apple Pencil ProHỗ trợ Apple Pencil (USB-C)Hỗ trợ Magic Keyboard cho iPad Air,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-a11-4gb-64gb.html,Samsung Galaxy Tab A11 4GB 64GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-a11-4gb-64gb,"Mua Samsung Galaxy Tab A11 4GB 64GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab A11 4GB 64GB tại đây.",8.7 inches,,8MP,5MP,G99,4 GB,64 GB,5100 mAh,Android 15,800 x 1340 pixels,"16 triệu màu, 90Hz, 480 nits",,Nano-SIM,"Tốc độ: 2.2GHz,2GHz",,
https://cellphones.com.vn/ipad-air-5.html,iPad Air 5 10.9 inch (2022) WIFI 64GB I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-air-5,"Mua Apple iPad Air M1 (10.9 inch) 2022 chính hãng - Giá rẻ, bảo hành 12 tháng, thu cũ đổi mới, trả góp 0%. Mua ngay iPad Air 5 tại đây!",10.9 inches,Liquid Retina,12MP,12MP,Apple M1 8 nhân,8 GB,64 GB,28.6 Wh (~ 7587 mAh),iPadOS 15,2360 x 1640  pixel,Độ sáng 500nit,,,,Apple Pencil 2Apple Pencil USB-C 2023Bàn phím iPad Air 11 M2/ Pro 11 M2 Apple Magic Keyboard + TrackpadBàn phím iPad Air 11 M2/ Pro 11 M2 Apple Smart Keyboard,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-pro-12-2-inch.html,Máy tính bảng Huawei MatePad Pro 12GB 512GB kèm bàn phím,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-pro-12-2-inch,"Đặt trước Huawei Matepad Pro 12.2 inch 12GB 512GB chính hãng - thiết kế cao cấp, cấu hình mạnh mẽ, giá tốt 06/2026, trả góp 0%, giao nhanh toàn quốc.",12.2 inches,Tandem OLED PaperMatte,"Camera chính: 13 MP,  f/1.8, AF Camera góc rộng: 8 MP, f/2.2, FF, LED flash","f/2.0, FF",,12 GB,256 GB,10.100 mAh,HarmonyOS 4.2,2800 x 1840  pixels,"144 Hz, 1.07 tỷ màu, 2000 nits, gam màu rộng P3, 274 ppi, Độ tương phản 2,000,000:1",,,,Bàn Phím Trượt HUAWEI GlideBút HUAWEI M-Pencil ,
https://cellphones.com.vn/masstel-tab-10m.html,Masstel Tab 10M,Masstel,Liên hệ,masstel-tab-10m,"Mua Masstel Tab 10M chính hãng, giá rẻ, đổi mới 30 ngày, bảo hành 12 tháng",10.1 inches,IPS LCD,5.0 MP,2.0 MP,,3 GB,32 GB,6000 mAh,Android 11,800 x 1280 pixels,,,2 SIM (Nano-SIM),Quad-Core SCT310,,
https://cellphones.com.vn/ipad-air-m3-11-inch-5g.html,iPad Air 11 inch M3 5G 128GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-air-m3-11-inch-5g,Apple iPad Air 11 M3 5G 128GB 2025 Chính Hãng,11 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.0",Chip Apple M3,8 GB,128 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 18,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSDải màu rộng (P3)True ToneLớp phủ kháng dầu chống in dấu vân tayCông nghệ ép kínLớp phủ chống phản chiếuĐộ sáng 500 nit,,1 eSIM,CPU 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/ipad-pro-m5-13-inch-5g-256gb.html,iPad Pro chip M5 13 inch 5G 256GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-13-inch-5g-256gb,Mua iPad Pro M5 13 inch 5G 256GB chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro M5 13 inch 5G 256GB về hàng sớm nhất tại CellphoneS.,13 inches,Ultra Retina XDR,"12MP Wide, khẩu độ ƒ/1.8","12MP, khẩu độ ƒ/2.0, Center Stage (cạnh ngang)",Apple M5,12 GB,256 GB,"Pin Li-Po 31,29 watt-giờ, thời gian sử dụng Wi-Fi đến 10 giờ",iPadOS 26,2420x1668 pixel,Công nghệ ProMotion0 –120Hz True ToneDải màu rộng (P3)Lớp phủ chống phản chiếuKháng dầu chống bám vân tay,Không,1 eSIM,9 lõi (3 hiệu năng + 6 tiết kiệm điện),Apple Pencil ProApple Pencil (USB-C)Magic Keyboard,
https://cellphones.com.vn/may-tinh-bang-honor-pad-10.html,HONOR Pad 10 Wifi 8GB 256GB,HONOR,Liên hệ,may-tinh-bang-honor-pad-10,"Máy tính bảng HONOR Pad 10 chất lượng tốt, dùng bền. Bảo hành 12 tháng, đổi mới 30 ngày. Trả góp 0%. Mua tablet Honor Pad 10 giao nhanh miễn phí.",12.1 inches,TFT LCD,8MP,8MP,Snapdragon® 7 Gen 3,8 GB,256 GB,10100 mAh,MagicOS 9.0 (Android 15),2560 x 1600 pixels (2.5K),"Tần số quét 120HzHiển thị 1,07 tỷ màu, gam màu rộng DCI-P3500nitsTỷ lệ tương phản: 1500:1249 PPI",,,"Octa-core, 1×Cortex-A715 2,63GHz +3×Cortex-A715 2,4GHz +4×Cortex-A510 1.8GHz",,
https://cellphones.com.vn/ipad-a16-11-inch-256gb-5g.html,iPad A16 5G 256GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-a16-11-inch-256gb-5g,Apple iPad 11 A16 5G 256GB 2025 Chính Hãng,11 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.4",Chip A16,,256 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 18,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSTrue Tone Độ sáng 500 nit Lớp phủ kháng dầu chống in dấu vân tay,,1 eSIM,CPU 5 lõi,Hỗ trợ Apple Pencil (USB‑C)Hỗ trợ Apple Pencil (thế hệ thứ 1),
https://cellphones.com.vn/may-tinh-bang-lenovo-tab-one-4gb-128gb-zaf00170vn.html,Máy tính bảng Lenovo Tab One 4G 4GB 128GB ZAF00170VN,Lenovo,Liên hệ,may-tinh-bang-lenovo-tab-one-4gb-128gb-zaf00170vn,"Mua Máy tính bảng Lenovo Tab One 4G 4GB 128GB ZAF00170VN Xám hàng chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",8.7 inches,,8.0MP,2.0MP,"MediaTek Helio G85 (8C, 2x A75 @2.0GHz + 6x A55 @1.8GHz)",4 GB,128 GB,5100mAh,Android 14,800 x 1340 pixels,"IPS, 480nits, Anti-fingerprint, 60% NTSC, 60Hz",,Micro-SIM + Nano SIM,"8C, 2x A75 @2.0GHz + 6x A55 @1.8GHz",,
https://cellphones.com.vn/ipad-pro-m5-11-inch-5g-512gb.html,iPad Pro chip M5 11 inch 5G 512GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-11-inch-5g-512gb,Mua iPad Pro M4 11 inch 5G 256GB chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro M4 11 inch 5G 256GB về hàng sớm nhất tại CellphoneS.,11 inches,Ultra Retina XDR,"12MP Wide, khẩu độ ƒ/1.8","12MP, khẩu độ ƒ/2.0, Center Stage (cạnh ngang)",Apple M5,12 GB,512 GB,"Pin Li-Po 31,29 watt-giờ, thời gian sử dụng Wi-Fi đến 10 giờ",iPadOS 26,2420x1668 pixel,Công nghệ ProMotion0 –120Hz True ToneDải màu rộng (P3)Lớp phủ chống phản chiếuKháng dầu chống bám vân tay,Không,1 eSIM,9 lõi (3 hiệu năng + 6 tiết kiệm điện),Apple Pencil ProApple Pencil (USB-C)Magic Keyboard,
https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-2-pro.html,Xiaomi Redmi Pad 2 Pro 5G 6GB 128GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-redmi-pad-2-pro,"Máy tính bảng Xiaomi Redmi Pad 2 Pro 5G giá rẻ, chất lượng. Bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua tablet Redmi Pad 2 Pro 128GB giao ngay.",12.1 inches,,"8MP, cảm biến 1/4&quot;, f/2, 1.12μm","8MP, cảm biến 1/4&quot;, f/2.28, 1.12μm",Snapdragon® 7s Gen 4 Mobile Platform,6 GB,128 GB,12.000 mAh,Xiaomi HyperOS 2,2560 x 1600 pixels (2.5K),"Tần số quét 120HzCảm ứng 360Hz (240Hz với bút)Độ sáng 500/600 nits1,07 tỷ màuChế độ đọcCông nghệ cảm ứng ướtĐạt chứng nhận TÜV Rheinland (Low Blue Light, Flicker Free, Circadian Friendly)",,,"1xA720@2,7GHz + 3xA720@2,4GHz + 4xA520@1,8GHz",,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-fe-wifi.html,Samsung Galaxy Tab S10 FE Wifi 8GB 128GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-fe-wifi,"Mua máy tính bảng Galaxy Tab S10 FE Wifi chính hãng giá rẻ. Bảo hành 12 tháng, đổi mới 30 ngày. Trả góp 0%. Thu cũ đổi mới trợ giá cao. Giao hỏa tốc",10.9 inches,TFT LCD,13.0 MP,12.0 MP,Exynos 1580 (4 nm),8 GB,128 GB,"8,000 mAh",Android 15,2304 x 1440 pixels,"Tần số 90Hz, Độ sáng màn hình 800 nits, 16 triệu màu",,,"2.9GHz,2.6GHz,1.9GHz",Bút S Pen,
https://cellphones.com.vn/masstel-tab-10-edu-4g.html,Masstel Tab 10 Edu 4G 3GB 32GB,Masstel,Liên hệ,masstel-tab-10-edu-4g,"Mua máy tính bảng Masstel Tab 10 Edu 4G 3GB 32GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Masstel Tab 10 Edu 4G 3GB 32GB tại đây.",10.1 inches,IPS LCD,5MP,2MP,MediaTek 8765WA,3 GB,32 GB,6000 mAh,Android 11,800 x 1280 pixels,16.7 triệu màu,Không,Micro-SIM,4 nhân,,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-11-5-s.html,Máy Tính Bảng Huawei Matepad 11.5&#x27;&#x27;S 8GB 256GB,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-11-5-s,"Mua máy tính bảng Huawei Matepad 11.5&quot;S chính hãng, dùng được Google, giá rẻ tháng 06/2026, trả góp 0%, nhiều quà tặng hấp dẫn tại siêu thị CellphoneS.",11.5 inches,TFT LCD,"13 MP, f/1.8, AF","8 MP, f/2.0, FF","Kirin 9000WL, Octa-core",8 GB,256 GB,8800 mAh,HarmonyOS 4.2,2800 x 1840  pixels,"Tốc độ làm mới 144 HzTỷ lệ khung hình 3:2291 PPIĐộ tương phản 1500: 1500 nit16,7 triệu màu, gam màu rộng P3",,,"Octa-core, 1 × Cortex-A77@3.2 GHz + 3 × Cortex-A77@2.42 GHz + 4 × Cortex-A55@1.8 GHz",Bút Cảm Ứng M-PencilBàn phím thông minh HUAWEI,
https://cellphones.com.vn/may-tinh-bang-xiaomi-poco-pad-m1.html,Xiaomi Poco Pad M1 Wifi 8GB 256GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-poco-pad-m1,"Xiaomi POCO Pad M1 màn hình 12.1&quot; 2.5K 120Hz, chip Snapdragon 7s Gen 4, pin trâu hỗ trợ tốt học tập và chiến game. Chính hãng, trả góp 0% tại CellphoneS",12.1 inches,,"8MP, f/2","8MP, f/2,28",Snapdragon® 7s Gen 4 Mobile Platform,8 GB,256 GB,"12,000mAh (typ)",Xiaomi HyperOS 2,1600 x 2560 pixels,"Màn hình 2.5KTần số quét: Lên đến 120HzTỷ lệ khung hình 16:10Độ sáng: 500 nits (typ)；600 nits (HBM)1,07 tỷ màu",,,"8 nhân, lên đến 2.7GHz",,
https://cellphones.com.vn/ipad-pro-m5-13-inch-5g-2tb.html,iPad Pro chip M5 13 inch 5G 2TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-13-inch-5g-2tb,Mua iPad Pro M5 13 inch 5G 2TB chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro về hàng sớm nhất tại CellphoneS.,13 inches,Ultra Retina XDR,"12MP Wide, khẩu độ ƒ/1.8","12MP, khẩu độ ƒ/2.0, Center Stage (cạnh ngang)",Apple M5,16 GB,2 TB,"Pin Li-Po 38,99 watt‑giờ, thời gian sử dụng Wi-Fi đến 10 giờ",iPadOS 26,2752x2064 pixels,Công nghệ ProMotion –120HzMật độ 264 ppi True ToneDải màu rộng (P3)Lớp phủ chống phản chiếuKháng dầu chống bám vân tayCông nghệ ép kín Lớp phủ chống phản chiếu,Không,1 eSIM,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-doc-sach-kindle-new-2024-gen-11-16gb-khong-quang-cao.html,Máy đọc sách New Kindle Gen 11 2024 16GB (Bản không quảng cáo),Kindle,Liên hệ,may-doc-sach-kindle-new-2024-gen-11-16gb-khong-quang-cao,"Máy đọc sách Kindle Gen 11 2024 16GB không quảng cáo chính hãng Amazon - Giá rẻ 06/2026, bảo hành 1 năm, thu cũ đổi mới. Sẵn hàng, giao nhanh 2h.",6.0 inches,,,,,,16 GB,lên đến 6 tuần sau mỗi lần sạc,,,"Màn hình 6 ”của Amazon với ánh sáng tích hợp, 300ppi, công nghệ phông chữ được tối ưu hóa, thang màu xám 16 cấp.",,,,,
